iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
OWID_ASI,,Asia,2022-03-01,117988189.0,692811.0,616518.857,1355633.0,1971.0,1954.143,25219.531,148.086,131.779,289.761,0.421,0.418,,,,,,,,,,,,,,,,,,,7354002847.0,3410799855.0,3029982916.0,854811151.0,11971148.0,16858852.0,157.19,72.9,64.76,18.27,3604.0,4380292.0,0.094,,4678444992.0,,,,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2022-02-01,88645106.0,1352891.0,1223557.571,961381.0,2418.0,1792.0,198226.979,3025.316,2736.103,2149.827,5.407,4.007,,,,,,,,,,,,,,,,,,,828669276.0,331987734.0,318783008.0,195346744.0,1644182.0,1792335.0,185.31,74.24,71.29,43.68,4008.0,175662.0,0.039,,447189915.0,,,,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2022-03-01,108849921.0,529007.0,481822.857,1015902.0,2259.0,1651.286,243408.711,1182.958,1077.446,2271.746,5.052,3.693,,,,,,,,,,,,,,,,,,,853864502.0,333942812.0,324570516.0,212627858.0,476749.0,524467.0,190.94,74.68,72.58,47.55,1173.0,48590.0,0.011,,447189915.0,,,,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2022-02-01,129640048.0,1713227.0,1525799.714,1627864.0,3482.0,2966.714,173092.731,2287.466,2037.216,2173.491,4.649,3.961,,,,,,,,,,,,,,,,,,,1209462088.0,501337070.0,474928884.0,252866621.0,2273170.0,2385136.0,161.48,66.94,63.41,33.76,3185.0,345244.0,0.046,,748962983.0,,,,,,,,,,,,,,,,,,
OWID_EUR,,Europe,2022-03-01,158275655.0,766328.0,690599.857,1717703.0,3411.0,2741.429,211326.405,1023.185,922.075,2293.442,4.554,3.66,,,,,,,,,,,,,,,,,,,1245149015.0,505984676.0,483965004.0,273310797.0,571851.0,625393.0,166.25,67.56,64.62,36.49,835.0,96454.0,0.013,,748962983.0,,,,,,,,,,,,,,,,,,
OWID_HIC,,High income,2022-02-01,200826165.0,2089420.0,2034281.714,2077481.0,6082.0,4877.143,165298.517,1719.786,1674.402,1709.959,5.006,4.014,,,,,,,,,,,,,,,,,,,2230021645.0,949390561.0,878804912.0,432081163.0,3779217.0,4209916.0,183.55,78.14,72.33,35.56,3465.0,471902.0,0.039,,1214930230.0,,,,,,,,,,,,,,,,,,
OWID_HIC,,High income,2022-03-01,235522421.0,1136557.0,986791.571,2207424.0,4806.0,4163.0,193856.746,935.492,812.221,1816.914,3.956,3.427,,,,,,,,,,,,,,,,,,,2318020176.0,957201004.0,892055570.0,498950235.0,2645507.0,2688521.0,190.79,78.79,73.42,41.07,2213.0,214479.0,0.018,,1214930230.0,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2022-02-01,721.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_INT,,International,2022-03-01,721.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWID_KOS,Europe,Kosovo,2022-02-01,207971.0,2033.0,3082.143,3021.0,6.0,2.714,116698.978,1140.779,1729.486,1695.177,3.367,1.523,1.13,,,,,,,,,1669185.0,,936.631,,13088.0,7.344,0.2355,4.2,tests performed,1781110.0,894288.0,805802.0,81020.0,4025.0,3825.0,99.94,50.18,45.22,4.55,2146.0,484.0,0.027,42.59,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,
OWID_KOS,Europe,Kosovo,2022-03-01,226309.0,61.0,128.857,3115.0,1.0,1.857,126988.999,34.229,72.306,1747.923,0.561,1.042,0.37,,,,,,,,,1766730.0,,991.367,,1770.0,0.993,0.0728,13.7,tests performed,,,,,,753.0,,,,,423.0,198.0,0.011,44.44,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,
OWID_LIC,,Low income,2022-02-01,1771208.0,2809.0,2492.429,40395.0,37.0,50.143,2662.874,4.223,3.747,60.731,0.056,0.075,,,,,,,,,,,,,,,,,,,94003288.0,65565624.0,35637665.0,826967.0,556699.0,423242.0,14.13,9.86,5.36,0.12,636.0,374900.0,0.056,,665149040.0,,,,,,,,,,,,,,,,,,
OWID_LIC,,Low income,2022-03-01,1804283.0,557.0,557.429,41744.0,17.0,20.571,2712.6,0.837,0.838,62.759,0.026,0.031,,,,,,,,,,,,,,,,,,,120683800.0,87033899.0,42495587.0,2620572.0,768262.0,1196820.0,18.14,13.08,6.39,0.39,1799.0,614799.0,0.092,,665149040.0,,,,,,,,,,,,,,,,,,
OWID_LMC,,Lower middle income,2022-02-01,76245727.0,330135.0,381520.571,1233421.0,2553.0,1677.0,22892.129,99.12,114.548,370.324,0.767,0.504,,,,,,,,,,,,,,,,,,,3238893710.0,1805641011.0,1386163684.0,58860495.0,12407899.0,11912200.0,97.25,54.21,41.62,1.77,3577.0,3660082.0,0.11,,3330652550.0,,,,,,,,,,,,,,,,,,
OWID_LMC,,Lower middle income,2022-03-01,82370235.0,168663.0,185253.714,1277071.0,967.0,1223.571,24730.96,50.64,55.621,383.43,0.29,0.367,,,,,,,,,,,,,,,,,,,3587832975.0,1919710780.0,1553150563.0,140205417.0,4877301.0,9818933.0,107.72,57.64,46.63,4.21,2948.0,4424052.0,0.133,,3330652550.0,,,,,,,,,,,,,,,,,,
OWID_NAM,,North America,2022-02-01,88332667.0,407289.0,504065.857,1300976.0,4513.0,3271.286,148064.764,682.705,844.924,2180.719,7.565,5.483,,,,,,,,,,,,,,,,,,,904577207.0,416983682.0,363773479.0,120083505.0,1393848.0,1803012.0,151.63,69.9,60.98,20.13,3022.0,269321.0,0.045,,596581283.0,,,,,,,,,,,,,,,,,,
OWID_NAM,,North America,2022-03-01,93148796.0,74541.0,92625.571,1376896.0,2304.0,2375.857,156137.644,124.947,155.261,2307.977,3.862,3.982,,,,,,,,,,,,,,,,,,,940466725.0,422566758.0,370569389.0,129896432.0,715179.0,1089417.0,157.64,70.83,62.12,21.77,1826.0,136771.0,0.023,,596581283.0,,,,,,,,,,,,,,,,,,
OWID_OCE,,Oceania,2022-02-01,2812170.0,42911.0,45490.571,6296.0,74.0,91.429,65066.474,992.852,1052.536,145.673,1.712,2.115,,,,,,,,,,,,,,,,,,,63189120.0,27841769.0,25754107.0,9593244.0,321019.0,263186.0,146.2,64.42,59.59,22.2,6089.0,46190.0,0.107,,43219954.0,,,,,,,,,,,,,,,,,,
OWID_OCE,,Oceania,2022-03-01,3642289.0,47742.0,39784.571,7869.0,69.0,41.714,84273.32,1104.629,920.514,182.069,1.596,0.965,,,,,,,,,,,,,,,,,,,68490256.0,28324728.0,26139666.0,14130434.0,118295.0,129551.0,158.47,65.54,60.48,32.69,2997.0,13754.0,0.032,,43219954.0,,,,,,,,,,,,,,,,,,
OWID_SAM,,South America,2022-02-01,48882524.0,303136.0,345232.429,1217354.0,1804.0,1482.143,112565.073,698.052,794.99,2803.283,4.154,3.413,,,,,,,,,,,,,,,,,,,723182917.0,344364046.0,296231069.0,95202681.0,2573268.0,2223850.0,166.53,79.3,68.22,21.92,5121.0,637319.0,0.147,,434260137.0,,,,,,,,,,,,,,,,,,
OWID_SAM,,South America,2022-03-01,54232897.0,31499.0,105888.571,1258350.0,552.0,1071.0,124885.736,72.535,243.837,2897.687,1.271,2.466,,,,,,,,,,,,,,,,,,,775743136.0,356933016.0,306999054.0,124426849.0,647870.0,1403772.0,178.64,82.19,70.69,28.65,3233.0,264725.0,0.061,,434260137.0,,,,,,,,,,,,,,,,,,
OWID_UMC,,Upper middle income,2022-02-01,103185423.0,738199.0,713106.286,2340278.0,4204.0,3353.143,41049.664,293.673,283.691,931.019,1.672,1.334,,,,,,,,,,,,,,,,,,,4535286959.0,1992512686.0,1873031414.0,498019619.0,4232549.0,7378694.0,180.42,79.27,74.51,19.81,2935.0,1051231.0,0.042,,2513672790.0,,,,,,,,,,,,,,,,,,
OWID_UMC,,Upper middle income,2022-03-01,118919407.0,314456.0,382849.143,2439061.0,2593.0,2971.857,47309.024,125.098,152.307,970.318,1.032,1.182,,,,,,,,,,,,,,,,,,,4769728817.0,2017088853.0,1898322807.0,768077265.0,7260370.0,8356839.0,189.75,80.24,75.52,30.56,3325.0,718864.0,0.029,,2513672790.0,,,,,,,,,,,,,,,,,,
OWID_WRL,,World,2022-02-01,382040357.0,3160719.0,3131510.0,5691635.0,12877.0,9957.857,48513.272,401.363,397.654,722.75,1.635,1.264,0.95,,,,,,,,,,,,,,,,,,10098271706.0,4813144317.0,4173669344.0,989788244.0,20976384.0,23924072.0,128.23,61.12,53.0,12.57,3038.0,5558121.0,0.071,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
OWID_WRL,,World,2022-03-01,438629088.0,1620276.0,1555473.429,5965365.0,8383.0,8379.0,55699.174,205.75,197.521,757.51,1.065,1.064,0.9,,,,,,,,,,,,,,,,,,10796333712.0,4981070662.0,4386056345.0,1409853489.0,15551493.0,22061145.0,137.1,63.25,55.7,17.9,2801.0,5972214.0,0.076,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,
PAK,Asia,Pakistan,2022-02-01,1436413.0,6047.0,7152.143,29330.0,29.0,27.571,6378.39,26.852,31.759,130.24,0.129,0.122,1.01,,,,,,,,,,,,,62377.0,0.277,0.1147,8.7,tests performed,177483355.0,105575650.0,82554781.0,2575094.0,,604420.0,78.81,46.88,36.66,1.14,2684.0,232723.0,0.103,65.28,225199929.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
PAK,Asia,Pakistan,2022-03-01,1510986.0,765.0,1016.143,30218.0,22.0,17.429,6709.531,3.397,4.512,134.183,0.098,0.077,0.57,,,,,,,,,26464518.0,37566.0,117.516,0.167,41422.0,0.184,0.0245,40.8,tests performed,215117064.0,126951209.0,99049978.0,4488296.0,455938.0,704632.0,95.52,56.37,43.98,1.99,3129.0,328110.0,0.146,65.28,225199929.0,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,,,,
PAN,North America,Panama,2022-02-01,705880.0,8756.0,7963.143,7752.0,36.0,20.429,161101.593,1998.365,1817.412,1769.224,8.216,4.662,0.87,,,,,,,,,5218804.0,25846.0,1191.077,5.899,22482.0,5.131,0.3542,2.8,tests performed,,,,,,25197.0,,,,,5751.0,4066.0,0.093,42.59,4381583.0,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
PAN,North America,Panama,2022-03-01,755853.0,355.0,525.714,8093.0,10.0,8.143,172506.831,81.021,119.983,1847.049,2.282,1.858,0.53,,,,,,,,,5519747.0,,1259.761,,6739.0,1.538,0.078,12.8,tests performed,,,,,,11279.0,,,,,2574.0,3278.0,0.075,44.44,4381583.0,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,2.3,78.51,0.815,,,,
PER,South America,Peru,2022-02-01,3239538.0,15132.0,31254.571,205834.0,329.0,178.143,97110.156,453.605,936.904,6170.192,9.862,5.34,0.97,,,,,,,,,25436629.0,,762.502,,127073.0,3.809,0.271,3.7,tests performed,57795065.0,26139520.0,23416201.0,8239344.0,236320.0,222020.0,173.25,78.36,70.19,24.7,6655.0,107178.0,0.321,61.11,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
PER,South America,Peru,2022-03-01,3518721.0,1461.0,2548.714,210744.0,72.0,133.714,105479.098,43.796,76.402,6317.377,2.158,4.008,0.61,,,,,,,,,27407063.0,,821.569,,51040.0,1.53,0.05,20.0,tests performed,63515061.0,27949102.0,24810649.0,10755310.0,174747.0,197776.0,190.4,83.78,74.37,32.24,5929.0,41973.0,0.126,60.19,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
PHL,Asia,Philippines,2022-02-01,3569665.0,9463.0,15717.0,54054.0,51.0,65.143,32145.559,85.216,141.535,486.767,0.459,0.587,0.61,,,,,,,,,25787631.0,43715.0,232.223,0.394,49605.0,0.447,0.3168,3.2,people tested,127163606.0,,59120367.0,7576859.0,212104.0,379032.0,114.51,,53.24,6.82,3413.0,149420.0,0.135,78.24,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,
PHL,Asia,Philippines,2022-03-01,3663059.0,1062.0,1253.571,56451.0,0.0,96.429,32986.591,9.564,11.289,508.353,0.0,0.868,0.56,,,,,,,,,26604508.0,27405.0,239.579,0.247,24991.0,0.225,0.0502,19.9,people tested,,,,,,150990.0,,,,,1360.0,87291.0,0.079,78.24,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,
PLW,Oceania,Palau,2022-02-01,1810.0,177.0,165.571,,,,99592.825,9739.188,9110.346,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.0,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,
PLW,Oceania,Palau,2022-03-01,3781.0,0.0,22.0,6.0,0.0,0.0,208044.459,0.0,1210.521,330.142,0.0,0.0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18174.0,47.237,,,,13240.405,,,15.89,7.7,22.7,,4.8,73.7,0.826,,,,
PNG,Oceania,Papua New Guinea,2022-02-01,37270.0,404.0,103.143,597.0,0.0,0.0,4087.069,44.303,11.311,65.468,0.0,0.0,1.11,,,,,,,,,,,,,,,,,,,,,,,274.0,,,,,30.0,122.0,0.001,60.65,9119005.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
PNG,Oceania,Papua New Guinea,2022-03-01,41290.0,0.0,142.0,638.0,0.0,0.286,4527.906,0.0,15.572,69.964,0.0,0.031,0.7,,,,,,,,,,,,,,,,,,,,,,,879.0,,,,,96.0,409.0,0.004,48.61,9119005.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,
POL,Europe,Poland,2022-02-01,4925270.0,39116.0,48701.429,105434.0,240.0,191.0,130308.49,1034.897,1288.5,2789.481,6.35,5.053,1.17,,,16357.0,432.759,,,,,,,,,149587.0,3.958,0.3256,3.1,tests performed,51768860.0,22334608.0,21770732.0,10341305.0,110345.0,116689.0,136.97,59.09,57.6,27.36,3087.0,14906.0,0.039,45.37,37797000.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
POL,Europe,Poland,2022-03-01,5680034.0,12980.0,13973.857,111586.0,269.0,204.143,150277.377,343.413,369.708,2952.245,7.117,5.401,0.69,,,12853.0,340.053,,,,,,,,,72277.0,1.912,0.1933,5.2,tests performed,53382707.0,22525671.0,22207046.0,11351615.0,,35568.0,141.24,59.6,58.75,30.03,941.0,3902.0,0.01,24.07,37797000.0,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,6.62,78.73,0.88,,,,
PRI,North America,Puerto Rico,2022-02-01,,,,,,,,,,,,,,,,,,,,,,2471998.0,5739.0,874.039,2.029,4872.0,1.723,0.074,13.5,tests performed,,,,,,,,,,,,,,49.07,2828246.0,376.232,38.2,15.168,9.829,35044.67,,108.094,12.9,,,,,80.1,,,,,
PRI,North America,Puerto Rico,2022-03-01,,,,,,,,,,,,,,,,,,,,,,2565186.0,4159.0,906.988,1.471,3314.0,1.172,0.029,34.5,tests performed,,,,,,,,,,,,,,46.3,2828246.0,376.232,38.2,15.168,9.829,35044.67,,108.094,12.9,,,,,80.1,,,,,
PRK,Asia,North Korea,2022-02-01,,,,,,,,,,,,,,,,,,,,,,52772.0,1436.0,2.039,0.055,103.0,0.004,,,people tested,,,,,,,,,,,,,,,25887045.0,211.701,35.3,9.491,6.139,,,321.681,4.0,,,,13.2,72.27,,,,,
PRK,Asia,North Korea,2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,0.006,,,people tested,,,,,,,,,,,,,,,25887045.0,211.701,35.3,9.491,6.139,,,321.681,4.0,,,,13.2,72.27,,,,,
PRT,Europe,Portugal,2022-02-01,2690690.0,50888.0,54064.286,19968.0,63.0,43.857,264625.332,5004.759,5317.142,1963.823,6.196,4.313,0.96,155.0,15.244,2437.0,239.675,,,,,35021584.0,249400.0,3444.32,24.528,275790.0,27.124,0.196,5.1,tests performed,,,,,,76018.0,,,,,7476.0,3466.0,0.034,35.19,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2022-03-01,3273624.0,11006.0,9620.429,21086.0,23.0,27.429,321956.018,1082.424,946.155,2073.777,2.262,2.698,0.77,96.0,9.441,1358.0,133.557,,,,,38440979.0,57339.0,3780.613,5.639,71376.0,7.02,0.1348,7.4,tests performed,,,,,,14058.0,,,,,1383.0,575.0,0.006,17.59,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRY,South America,Paraguay,2022-02-01,589318.0,5656.0,5866.571,17386.0,65.0,47.429,81627.05,783.418,812.585,2408.153,9.003,6.569,0.97,,,,,,,,,2378527.0,12120.0,329.452,1.679,12069.0,1.672,0.4861,2.1,tests performed,,,,,,19702.0,,,,,2729.0,8696.0,0.12,35.19,7219641.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
PRY,South America,Paraguay,2022-03-01,642184.0,863.0,708.429,18392.0,33.0,19.0,88949.575,119.535,98.125,2547.495,4.571,2.632,0.58,,,,,,,,,2556935.0,2383.0,354.164,0.33,2655.0,0.368,0.2668,3.7,tests performed,,,,,,11912.0,,,,,1650.0,2624.0,0.036,32.41,7219641.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
PSE,Asia,Palestine,2022-02-01,535160.0,10444.0,6651.571,5104.0,6.0,6.143,102466.973,1999.71,1273.575,977.262,1.149,1.176,2.0,,,,,,,,,,22960.0,,4.396,,,,,tests performed,,,,,,3356.0,,,,,643.0,657.0,0.013,16.67,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,
PSE,Asia,Palestine,2022-03-01,647203.0,1256.0,1592.571,5513.0,12.0,12.571,123919.823,240.486,304.929,1055.573,2.298,2.407,0.58,,,,,,,,,,1975.0,,0.378,3721.0,0.712,0.428,2.3,tests performed,,,,,,3356.0,,,,,643.0,657.0,0.013,16.67,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,
PYF,Oceania,French Polynesia,2022-02-01,48266.0,0.0,67.429,636.0,0.0,0.0,170832.537,0.0,238.656,2251.057,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,217.0,,,,,768.0,217.0,0.077,,282534.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,,,,
PYF,Oceania,French Polynesia,2022-03-01,67651.0,952.0,725.714,641.0,2.0,0.571,239443.748,3369.506,2568.591,2268.753,7.079,2.023,,,,,,,,,,,,,,,,,,,,,,,,1797.0,,,,,6360.0,70.0,0.025,,282534.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,,,,
QAT,Asia,Qatar,2022-02-01,340383.0,1236.0,1677.0,647.0,2.0,1.429,116150.9,421.768,572.253,220.78,0.682,0.487,0.58,,,,,,,,,5209927.0,28184.0,1777.814,9.617,26479.0,9.036,,,tests performed,5850221.0,,,,31208.0,27849.0,199.63,,,,9503.0,1246.0,0.043,63.89,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
QAT,Asia,Qatar,2022-03-01,357292.0,310.0,322.857,670.0,0.0,1.143,121920.858,105.783,110.17,228.628,0.0,0.39,0.65,,,,,,,,,5862677.0,20435.0,2000.556,6.973,19872.0,6.781,,,tests performed,6341479.0,,,1241955.0,15747.0,14244.0,216.39,,,42.38,4861.0,1246.0,0.043,55.56,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
ROU,Europe,Romania,2022-02-01,2256543.0,40018.0,29663.857,60122.0,97.0,70.0,117972.077,2092.141,1550.827,3143.178,5.071,3.66,1.31,974.0,50.921,11474.0,599.861,,,,,,,,,85823.0,4.487,0.3456,2.9,tests performed,16449116.0,,7982198.0,,17069.0,18056.0,86.0,,41.73,,944.0,12480.0,0.065,47.22,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
ROU,Europe,Romania,2022-03-01,2741945.0,8461.0,7979.429,63578.0,164.0,105.571,143348.896,442.341,417.165,3323.858,8.574,5.519,0.58,859.0,44.909,7002.0,366.065,,,,,,,,,44185.0,2.31,0.1806,5.5,tests performed,16682309.0,,8062797.0,,4525.0,5140.0,87.22,,42.15,,269.0,12480.0,0.065,47.22,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
RUS,Europe,Russia,2022-02-01,11795059.0,124693.0,105687.571,325321.0,649.0,639.571,80836.787,854.577,724.324,2229.57,4.448,4.383,1.63,,,,,,,,,256902042.0,738798.0,1760.664,5.063,822826.0,5.639,0.1284,7.8,tests performed,154723714.0,76663085.0,69967776.0,10227342.0,349649.0,317496.0,106.04,52.54,47.95,7.01,2176.0,112818.0,0.077,48.61,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,
RUS,Europe,Russia,2022-03-01,16257688.0,96092.0,118164.0,345427.0,772.0,760.857,111421.169,658.561,809.83,2367.365,5.291,5.214,0.75,,,,,,,,,276734652.0,272654.0,1896.586,1.869,414545.0,2.841,0.285,3.5,tests performed,,,,,,7425.0,,,,,51.0,27479.0,0.019,45.83,145912022.0,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,,,,
RWA,Africa,Rwanda,2022-02-01,128933.0,42.0,79.286,1444.0,4.0,1.571,9711.357,3.163,5.972,108.763,0.301,0.118,0.26,,,,,,,,,4504391.0,9234.0,339.275,0.696,12549.0,0.945,0.0063,158.3,samples tested,,,,,,50832.0,,,,,3829.0,20781.0,0.157,50.93,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,
RWA,Africa,Rwanda,2022-03-01,129516.0,14.0,13.857,1457.0,0.0,0.0,9755.269,1.054,1.044,109.743,0.0,0.0,0.61,,,,,,,,,4845030.0,12861.0,364.932,0.969,14172.0,1.067,0.001,1022.7,samples tested,,,,,,100566.0,,,,,7575.0,6671.0,0.05,45.37,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,
SAU,Asia,Saudi Arabia,2022-02-01,691125.0,3861.0,4198.857,8941.0,1.0,2.429,19556.075,109.251,118.811,252.995,0.028,0.069,0.9,,,,,,,,,38166414.0,148670.0,1079.957,4.207,145334.0,4.112,0.0289,34.6,tests performed,57588459.0,25583119.0,23720161.0,8285179.0,260054.0,225515.0,162.95,72.39,67.12,23.44,6381.0,18942.0,0.054,58.33,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SAU,Asia,Saudi Arabia,2022-03-01,745590.0,563.0,621.857,9001.0,3.0,2.0,21097.217,15.931,17.596,254.692,0.085,0.057,0.48,,,,,,,,,40829579.0,60558.0,1155.314,1.714,63868.0,1.807,0.0097,102.7,tests performed,,,,,,84852.0,,,,,2401.0,11560.0,0.033,75.93,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SDN,Africa,Sudan,2022-02-01,58208.0,576.0,339.286,3442.0,1.0,4.429,1296.122,12.826,7.555,76.643,0.022,0.099,0.75,,,,,,,,,,,,,,,,,,,,,,,159116.0,,,,,3543.0,151710.0,0.338,11.11,44909351.0,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,,,,
SDN,Africa,Sudan,2022-03-01,61488.0,30.0,33.857,3909.0,1.0,2.143,1369.158,0.668,0.754,87.042,0.022,0.048,0.53,,,,,,,,,,,,,,,,,,,,,,,21002.0,,,,,468.0,2271.0,0.005,8.33,44909351.0,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,,,,
SEN,Africa,Senegal,2022-02-01,85038.0,39.0,83.571,1949.0,3.0,2.286,4945.131,2.268,4.86,113.338,0.174,0.133,0.39,,,,,,,,,995431.0,1036.0,57.886,0.06,1513.0,0.088,0.0552,18.1,tests performed,,,,,,4472.0,,,,,260.0,3652.0,0.021,21.3,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SEN,Africa,Senegal,2022-03-01,85699.0,6.0,14.143,1960.0,0.0,0.143,4983.57,0.349,0.822,113.978,0.0,0.008,0.63,,,,,,,,,1033707.0,939.0,60.112,0.055,1225.0,0.071,0.0115,86.6,tests performed,,1448125.0,1031849.0,,,6049.0,,8.42,6.0,,352.0,1058.0,0.006,26.85,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SGP,Asia,Singapore,2022-02-01,359075.0,6264.0,5186.429,858.0,3.0,1.143,65841.829,1148.599,951.01,157.327,0.55,0.21,1.45,,,,,,,,,,245100.0,,44.943,237386.0,43.528,0.0218,45.8,samples tested,12768166.0,4928667.0,4672450.0,3167049.0,303.0,25348.0,234.12,90.37,85.68,58.07,4648.0,3048.0,0.056,60.19,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
