iso_code,continent,location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
STP,Africa,Sao Tome and Principe,2/7/2022,26468.007,0,317.867,0,,,,,,,,,223364,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625
SAU,Asia,Saudi Arabia,2/1/2022,19556.075,109.251,252.995,0.028,4.112,0.0289,34.6,tests performed,72.39,67.12,23.44,58.33,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854
SAU,Asia,Saudi Arabia,2/2/2022,19671.863,115.787,253.051,0.057,4.027,0.0291,34.4,tests performed,72.46,67.18,24.06,58.33,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854
SAU,Asia,Saudi Arabia,2/3/2022,19780.859,108.996,253.164,0.113,3.951,0.0287,34.8,tests performed,72.51,67.24,24.64,58.33,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854
SAU,Asia,Saudi Arabia,2/4/2022,19881.451,100.592,253.249,0.085,3.877,0.0283,35.3,tests performed,72.54,67.27,24.96,58.33,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854
SAU,Asia,Saudi Arabia,2/5/2022,19966.707,85.256,253.334,0.085,3.847,0.0276,36.2,tests performed,72.57,67.3,25.33,58.33,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854
SAU,Asia,Saudi Arabia,2/6/2022,20058.952,92.245,253.362,0.028,3.807,0.0274,36.4,tests performed,72.62,67.37,25.73,58.33,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854
SAU,Asia,Saudi Arabia,2/7/2022,20164.977,106.025,253.447,0.085,3.751,0.0273,36.6,tests performed,72.68,67.44,26.08,58.33,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854
SEN,Africa,Senegal,2/1/2022,4945.131,2.268,113.338,0.174,0.088,0.0552,18.1,tests performed,,,,21.3,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512
SEN,Africa,Senegal,2/2/2022,4947.108,1.977,113.338,0,0.084,0.0454,22,tests performed,8.23,5.84,,21.3,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512
SEN,Africa,Senegal,2/3/2022,4949.725,2.617,113.396,0.058,0.082,0.0413,24.2,tests performed,,,,21.3,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512
SEN,Africa,Senegal,2/4/2022,4951.237,1.512,113.571,0.174,0.079,0.0374,26.7,tests performed,,,,21.3,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512
SEN,Africa,Senegal,2/5/2022,4953.273,2.035,113.687,0.116,0.079,0.034,29.4,tests performed,,,,21.3,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512
SEN,Africa,Senegal,2/6/2022,4954.901,1.628,113.745,0.058,0.078,0.0289,34.6,tests performed,,,,21.3,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512
SEN,Africa,Senegal,2/7/2022,4956.703,1.803,113.745,0,0.081,0.0245,40.8,tests performed,,,,21.3,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512
SRB,Europe,Serbia,2/1/2022,246962.147,2796.168,1991.837,8.441,4.886,0.4985,2,people tested,,,,36.11,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806
SRB,Europe,Serbia,2/2/2022,249559.961,2597.814,2000.714,8.877,4.866,0.5768,1.7,people tested,48.54,47.25,26.61,36.11,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806
SRB,Europe,Serbia,2/3/2022,251833.539,2273.578,2009.3,8.586,4.828,0.4905,2,people tested,48.55,47.27,26.64,36.11,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806
SRB,Europe,Serbia,2/4/2022,253946.455,2112.916,2018.177,8.877,4.758,0.4856,2.1,people tested,,,,36.11,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806
SRB,Europe,Serbia,2/5/2022,255799.895,1853.44,2026.909,8.732,4.724,0.4773,2.1,people tested,,,,36.11,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806
SRB,Europe,Serbia,2/6/2022,257342.779,1542.884,2036.077,9.168,4.653,0.4732,2.1,people tested,,,,36.11,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806
SRB,Europe,Serbia,2/7/2022,259007.469,1664.691,2045.245,9.168,4.556,0.4654,2.1,people tested,48.57,47.31,26.75,36.11,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806
SYC,Africa,Seychelles,2/1/2022,375998.382,0,1556.971,0,,,,,,,,75,98910,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796
SYC,Africa,Seychelles,2/2/2022,376038.823,40.441,1556.971,0,,,,,,,,75,98910,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796
SYC,Africa,Seychelles,2/3/2022,381872.409,5833.586,1556.971,0,,,,,,,,75,98910,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796
SYC,Africa,Seychelles,2/4/2022,381872.409,0,1556.971,0,,,,,,,,75,98910,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796
SYC,Africa,Seychelles,2/5/2022,381872.409,0,1556.971,0,,,,,84.6,79.8,,75,98910,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796
SYC,Africa,Seychelles,2/6/2022,381872.409,0,1556.971,0,,,,,,,,75,98910,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796
SYC,Africa,Seychelles,2/7/2022,385400.869,3528.46,1587.302,30.331,,,,,,,,75,98910,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796
SLE,Africa,Sierra Leone,2/1/2022,936.332,0,15.354,0,,,,,,,,48.15,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452
SLE,Africa,Sierra Leone,2/2/2022,936.578,0.246,15.354,0,,,,,,,,48.15,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452
SLE,Africa,Sierra Leone,2/3/2022,936.578,0,15.354,0,,,,,,,,48.15,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452
SLE,Africa,Sierra Leone,2/4/2022,936.823,0.246,15.354,0,,,,,,,,48.15,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452
SLE,Africa,Sierra Leone,2/5/2022,936.823,0,15.354,0,,,,,,,,48.15,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452
SLE,Africa,Sierra Leone,2/6/2022,936.946,0.123,15.354,0,,,,,,,,48.15,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452
SLE,Africa,Sierra Leone,2/7/2022,936.946,0,15.354,0,,,,,14.85,9.06,,48.15,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452
SGP,Asia,Singapore,2/1/2022,65841.829,1148.599,157.327,0.55,43.528,0.0218,45.8,samples tested,90.37,85.68,58.07,60.19,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938
SGP,Asia,Singapore,2/2/2022,66410.444,568.615,157.511,0.183,43.764,0.0207,48.3,samples tested,90.37,85.68,58.08,60.19,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938
SGP,Asia,Singapore,2/3/2022,67198.364,787.92,157.694,0.183,44,0.0199,50.3,samples tested,90.48,85.8,58.46,60.19,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938
SGP,Asia,Singapore,2/4/2022,69620.251,2421.886,158.794,1.1,44.236,0.0243,41.1,samples tested,90.54,85.96,58.95,60.19,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938
SGP,Asia,Singapore,2/5/2022,69620.251,0,158.794,0,44.471,0.0211,47.4,samples tested,90.57,86.14,59.38,60.19,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938
SGP,Asia,Singapore,2/6/2022,71525.414,1905.164,159.161,0.367,44.707,0.0245,40.9,samples tested,90.62,86.29,59.7,60.19,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938
SGP,Asia,Singapore,2/7/2022,74378.209,2852.794,160.261,1.1,44.943,0.0308,32.5,samples tested,90.66,86.4,60.11,60.19,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938
SVK,Europe,Slovakia,2/1/2022,292332.918,4349.573,3275.668,3.67,12.774,0.254,3.9,tests performed,,,,50,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86
SVK,Europe,Slovakia,2/2/2022,296789.845,4456.927,3280.623,4.955,12.977,0.264,3.8,tests performed,,,,50,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86
SVK,Europe,Slovakia,2/3/2022,300949.118,4159.273,3284.11,3.487,13.233,0.271,3.7,tests performed,,,,50,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86
SVK,Europe,Slovakia,2/4/2022,304689.619,3740.501,3288.697,4.588,13.299,0.28,3.6,tests performed,,,,50,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86
SVK,Europe,Slovakia,2/5/2022,309571.007,4881.388,3291.817,3.12,13.326,0.285,3.5,tests performed,,,,46.3,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86
SVK,Europe,Slovakia,2/6/2022,312974.398,3403.392,3295.487,3.67,13.266,0.292,3.4,tests performed,51.66,50.34,29.4,46.3,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86
SVK,Europe,Slovakia,2/7/2022,315339.302,2364.904,3298.24,2.753,13.019,0.308,3.2,tests performed,,,,46.3,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86
SVN,Europe,Slovenia,2/1/2022,347640.354,5689.551,2828.66,6.735,15.407,0.466,2.1,tests performed,60.68,58.24,28.55,62.96,2078723,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917
SVN,Europe,Slovenia,2/2/2022,358864.553,11224.199,2834.914,6.254,23.054,0.319,3.1,tests performed,60.69,58.27,28.72,62.96,2078723,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917
SVN,Europe,Slovenia,2/3/2022,366975.302,8110.749,2844.054,9.14,28.986,0.242,4.1,tests performed,60.7,58.31,28.93,62.96,2078723,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917
SVN,Europe,Slovenia,2/4/2022,372624.924,5649.622,2854.156,10.102,35.912,0.189,5.3,tests performed,60.71,58.35,29.1,62.96,2078723,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917
SVN,Europe,Slovenia,2/5/2022,378577.136,5952.212,2866.664,12.508,40.206,0.158,6.3,tests performed,60.71,58.36,29.13,62.96,2078723,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917
SVN,Europe,Slovenia,2/6/2022,382178.385,3601.249,2874.361,7.697,42.905,0.143,7,tests performed,60.71,58.36,29.13,62.96,2078723,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917
SVN,Europe,Slovenia,2/7/2022,384857.434,2679.049,2881.577,7.216,50.511,0.121,8.3,tests performed,60.72,58.38,29.21,62.96,2078723,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917
SLB,Oceania,Solomon Islands,2/1/2022,2110.81,430.401,17.046,4.261,,,,,,,,87.5,703995,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73,0.567
SLB,Oceania,Solomon Islands,2/2/2022,3078.147,967.336,21.307,4.261,,,,,,,,87.5,703995,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73,0.567
SLB,Oceania,Solomon Islands,2/3/2022,3348.035,269.888,29.83,8.523,,,,,,,,87.5,703995,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73,0.567
SLB,Oceania,Solomon Islands,2/4/2022,3348.035,0,29.83,0,,,,,,,,87.5,703995,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73,0.567
SLB,Oceania,Solomon Islands,2/5/2022,3963.096,615.061,35.512,5.682,,,,,,,,87.5,703995,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73,0.567
SLB,Oceania,Solomon Islands,2/6/2022,3963.096,0,35.512,0,,,,,,,,87.5,703995,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73,0.567
SLB,Oceania,Solomon Islands,2/7/2022,4714.522,751.426,52.557,17.046,,,,,28.1,11.36,,87.5,703995,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73,0.567
SOM,Africa,Somalia,2/1/2022,1593.386,41.505,81.604,0,,,,,,,,36.11,16359500,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
SOM,Africa,Somalia,2/2/2022,1593.386,0,81.604,0,,,,,,,,36.11,16359500,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
SOM,Africa,Somalia,2/3/2022,1593.386,0,81.604,0,,,,,,,,36.11,16359500,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
SOM,Africa,Somalia,2/4/2022,1593.386,0,81.604,0,,,,,,,,36.11,16359500,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
SOM,Africa,Somalia,2/5/2022,1593.386,0,81.604,0,,,,,,,,36.11,16359500,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
SOM,Africa,Somalia,2/6/2022,1593.386,0,81.604,0,,,,,8.18,5.32,,36.11,16359500,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
SOM,Africa,Somalia,2/7/2022,1601.699,8.313,81.91,0.306,,,,,,,,36.11,16359500,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,
ZAF,Africa,South Africa,2/1/2022,60096.387,51.381,1587.023,3.248,0.538,0.0992,10.1,people tested,,,,41.67,60041996,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709
ZAF,Africa,South Africa,2/2/2022,60171.367,74.981,1589.937,2.915,0.531,0.1004,10,people tested,32.78,27.8,1.05,41.67,60041996,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709
ZAF,Africa,South Africa,2/3/2022,60225.763,54.395,1591.303,1.366,0.512,0.1003,10,people tested,32.84,27.85,1.08,41.67,60041996,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709
ZAF,Africa,South Africa,2/4/2022,60225.763,0,1591.303,0,0.5,0.0846,11.8,people tested,,,,41.67,60041996,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709
ZAF,Africa,South Africa,2/5/2022,60327.941,102.178,1595.833,4.53,0.511,0.0957,10.4,people tested,,,,41.67,60041996,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709
ZAF,Africa,South Africa,2/6/2022,60357.121,29.18,1596.133,0.3,0.508,0.0942,10.6,people tested,32.91,27.92,1.11,41.67,60041996,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709
ZAF,Africa,South Africa,2/7/2022,60377.573,20.452,1599.231,3.098,0.506,0.0939,10.6,people tested,,,,41.67,60041996,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709
KOR,Asia,South Korea,2/1/2022,17236.27,395.048,132.287,0.292,0.014,,,people tested,87.14,85.88,53.21,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916
KOR,Asia,South Korea,2/2/2022,17682.697,446.427,132.774,0.487,0.014,,,people tested,87.14,85.89,53.23,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916
KOR,Asia,South Korea,2/3/2022,18217.574,534.878,133.242,0.468,0.014,,,people tested,87.17,85.99,53.87,50.93,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916
KOR,Asia,South Korea,2/4/2022,18926.314,708.739,133.671,0.429,0.014,,,people tested,87.19,86.06,54.57,48.15,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916
KOR,Asia,South Korea,2/5/2022,19680.039,753.725,133.963,0.292,0.014,,,people tested,87.2,86.09,54.97,48.15,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916
KOR,Asia,South Korea,2/6/2022,20367.591,687.552,134.216,0.253,0.014,,,people tested,87.2,86.1,54.99,48.15,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916
KOR,Asia,South Korea,2/7/2022,21083.269,715.678,134.918,0.702,0.014,,,people tested,87.22,86.14,55.48,46.3,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916
SSD,Africa,South Sudan,2/1/2022,1476.974,1.406,12.037,0,0.055,0.0165,60.8,tests performed,,,,36.11,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433
SSD,Africa,South Sudan,2/2/2022,1476.974,0,12.037,0,0.062,0.0118,84.5,tests performed,,,,36.11,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433
SSD,Africa,South Sudan,2/3/2022,1477.853,0.879,12.037,0,0.068,0.0098,102.4,tests performed,,,,36.11,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433
SSD,Africa,South Sudan,2/4/2022,1478.995,1.142,12.037,0,0.067,0.0109,91.5,tests performed,,,,36.11,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433
SSD,Africa,South Sudan,2/5/2022,1478.995,0,12.037,0,0.065,0.0104,96.2,tests performed,2.86,2.44,,36.11,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433
SSD,Africa,South Sudan,2/6/2022,1478.995,0,12.037,0,0.066,0.0102,97.9,tests performed,,,,36.11,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433
SSD,Africa,South Sudan,2/7/2022,1481.016,2.021,12.037,0,0.059,0.0132,75.9,tests performed,,,,36.11,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433
ESP,Europe,Spain,2/1/2022,214762.663,1665.903,2003.05,8.728,4.642,0.311,3.2,tests performed,87.55,81.94,46.89,46.76,46745211,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,,2.97,83.56,0.904
ESP,Europe,Spain,2/2/2022,216607.173,1844.51,2007.842,4.792,4.409,0.304,3.3,tests performed,87.57,81.96,47.29,46.76,46745211,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,,2.97,83.56,0.904
ESP,Europe,Spain,2/3/2022,218198.095,1590.922,2011.757,3.915,4.183,0.298,3.4,tests performed,87.59,81.97,47.65,46.76,46745211,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,,2.97,83.56,0.904
ESP,Europe,Spain,2/4/2022,218198.095,0,2011.757,0,3.982,0.294,3.4,tests performed,,,,46.76,46745211,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,,2.97,83.56,0.904
ESP,Europe,Spain,2/5/2022,218198.095,0,2011.757,0,3.88,0.29,3.4,tests performed,,,,46.76,46745211,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,,2.97,83.56,0.904
ESP,Europe,Spain,2/6/2022,218198.095,0,2011.757,0,3.819,0.285,3.5,tests performed,87.62,81.99,48.24,46.76,46745211,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,,2.97,83.56,0.904
ESP,Europe,Spain,2/7/2022,222385.797,4187.702,2023.095,11.338,3.636,0.28,3.6,tests performed,87.64,82.04,48.7,46.76,46745211,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,,2.97,83.56,0.904
LKA,Asia,Sri Lanka,2/1/2022,28483.662,52.89,719.811,1.535,0.663,0.0868,11.5,tests performed,77.57,64.8,24.47,52.78,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782
LKA,Asia,Sri Lanka,2/2/2022,28537.436,53.774,720.648,0.837,0.664,0.0891,11.2,tests performed,77.73,64.86,24.96,52.78,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782
LKA,Asia,Sri Lanka,2/3/2022,28592.373,54.937,721.718,1.07,0.673,0.0746,13.4,tests performed,77.84,64.93,25.44,52.78,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782
LKA,Asia,Sri Lanka,2/4/2022,28650.195,57.821,723.067,1.349,0.66,0.0789,12.7,tests performed,,,,52.78,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782
LKA,Asia,Sri Lanka,2/5/2022,28710.063,59.868,724.37,1.302,0.648,0.0835,12,tests performed,78.07,65.17,26.63,52.78,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782
LKA,Asia,Sri Lanka,2/6/2022,28771.977,61.915,725.44,1.07,0.644,0.0868,11.5,tests performed,78.1,65.19,26.88,52.78,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782
LKA,Asia,Sri Lanka,2/7/2022,28874.874,102.897,726.649,1.209,0.671,0.0945,10.6,tests performed,78.13,65.22,27.17,52.78,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,,3.6,76.98,0.782
SDN,Africa,Sudan,2/1/2022,1296.122,12.826,76.643,0.022,,,,,,,,11.11,44909351,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51
SDN,Africa,Sudan,2/2/2022,1305.363,9.241,78.67,2.026,,,,,9.82,4.42,,11.11,44909351,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51
SDN,Africa,Sudan,2/3/2022,1310.952,5.589,79.894,1.225,,,,,,,,11.11,44909351,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51
SDN,Africa,Sudan,2/4/2022,1310.952,0,79.894,0,,,,,,,,11.11,44909351,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51
SDN,Africa,Sudan,2/5/2022,1310.952,0,79.894,0,,,,,,,,11.11,44909351,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51
SDN,Africa,Sudan,2/6/2022,1310.952,0,79.894,0,,,,,,,,11.11,44909351,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51
SDN,Africa,Sudan,2/7/2022,1318.077,7.125,80.251,0.356,,,,,,,,11.11,44909351,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51
SUR,South America,Suriname,2/1/2022,124968.317,315.986,2140.933,6.759,1.191,,,tests performed,44.77,39.41,6.95,60.19,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738
SUR,South America,Suriname,2/2/2022,125836.856,868.54,2147.692,6.759,1.19,0.417,2.4,tests performed,,,,60.19,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738
SUR,South America,Suriname,2/3/2022,126492.486,655.629,2152.762,5.069,1.141,,,tests performed,,,,60.19,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738
SUR,South America,Suriname,2/4/2022,127158.253,665.768,2152.762,0,0.938,0.417,2.4,tests performed,,,,60.19,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738
SUR,South America,Suriname,2/5/2022,127411.718,253.465,2161.21,8.449,0.73,,,tests performed,,,,60.19,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738
SUR,South America,Suriname,2/6/2022,127629.698,217.98,2167.969,6.759,0.61,,,tests performed,,,,60.19,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738
